order_id,created_at,channel,gross,refund,currency,status,is_test_order
E76-1039,2026-01-07T17:39:00Z,facebook,194.73,0.00,USD,paid,false
E76-1037,2026-01-07T17:40:00Z,facebook,159.52,0.00,USD,paid,false
E76-1031,2026-01-07T18:08:00Z,"Facebook Ads",104.19,0.00,USD,paid,false
E76-1028,2026-01-07T18:31:00Z,tiktok,174.26,0.00,CAD,paid,false
E76-1032,2026-01-07T18:42:00Z,fb,187.18,0.00,USD,paid,false
E76-1044,2026-01-07T21:04:00Z,fb,78.78,0.00,USD,paid,false
E76-1033,2026-01-07T21:43:00Z,facebook,201.97,0.00,USD,paid,false
E76-1034,2026-01-07T21:45:00Z,email,118.14,0.00,USD,paid,false
E76-1040,2026-01-07T21:51:00Z,google,129.81,0.00,CAD,paid,false
E76-1030,2026-01-07T22:20:00Z,email,171.62,0.00,USD,paid,false
E76-1027,2026-01-07T22:50:00Z,"Facebook Ads",52.72,0.00,CAD,paid,false
E76-1042,2026-01-07T23:12:00Z,facebook,130.42,0.00,USD,paid,false
E76-1035,2026-01-07T23:35:00Z,"Facebook Ads",115.73,0.00,USD,paid,false
E76-1066,2026-01-08T14:08:00Z,tiktok,50.98,0.00,CAD,paid,false
E76-1051,2026-01-08T14:13:00Z,affiliate,154.80,0.00,USD,paid,false
E76-1059,2026-01-08T14:40:00Z,facebook,131.84,0.00,USD,paid,false
E76-1055,2026-01-08T14:57:00Z,email,45.48,0.00,USD,paid,false
E76-1060,2026-01-08T15:07:00Z,affiliate,110.16,0.00,CAD,paid,false
E76-1062,2026-01-08T15:39:00Z,tiktok,112.71,0.00,USD,paid,false
E76-1048,2026-01-08T15:55:00Z,(direct),36.41,0.00,USD,paid,false
E76-1047,2026-01-08T16:12:00Z,(direct),156.24,0.00,CAD,paid,false
E76-1045,2026-01-08T16:54:00Z,google,161.88,0.00,USD,paid,false
E76-1058,2026-01-08T16:59:00Z,tiktok,34.11,0.00,USD,paid,false
E76-1054,2026-01-08T17:37:00Z,affiliate,54.20,0.00,USD,paid,false
E76-1065,2026-01-08T17:56:00Z,facebook,152.30,0.00,USD,paid,false
E76-1046,2026-01-08T18:02:00Z,google,59.97,0.00,CAD,paid,false
E76-1057,2026-01-08T18:45:00Z,affiliate,180.34,0.00,USD,paid,false
E76-1050,2026-01-08T19:09:00Z,facebook,194.62,97.31,USD,paid,false
E76-1064,2026-01-08T19:20:00Z,fb,50.23,0.00,CAD,paid,false
E76-1052,2026-01-08T19:43:00Z,facebook,166.11,0.00,USD,paid,false
E76-1069,2026-01-08T19:50:00Z,google,190.45,0.00,USD,paid,false
E76-1063,2026-01-08T20:00:00Z,email,68.72,0.00,USD,paid,false
E76-1061,2026-01-08T20:17:00Z,facebook,47.86,0.00,USD,paid,false
E76-1067,2026-01-08T22:09:00Z,email,66.39,0.00,USD,paid,false
E76-1056,2026-01-08T22:26:00Z,google,29.34,0.00,USD,paid,false
E76-1053,2026-01-08T22:54:00Z,facebook,169.57,0.00,USD,paid,false
E76-1068,2026-01-08T23:06:00Z,affiliate,130.67,0.00,USD,paid,true
E76-1049,2026-01-08T23:55:00Z,facebook,44.69,0.00,USD,paid,false
E76-1080,2026-01-09T14:18:00Z,(direct),128.75,0.00,USD,paid,false
E76-1074,2026-01-09T14:40:00Z,facebook,159.16,0.00,USD,paid,false
E76-1072,2026-01-09T17:04:00Z,affiliate,195.56,0.00,USD,paid,false
E76-1085,2026-01-09T17:27:00Z,(direct),114.28,0.00,USD,paid,false
E76-1071,2026-01-09T17:54:00Z,fb,147.77,0.00,USD,paid,false
E76-1075,2026-01-09T17:56:00Z,affiliate,94.25,0.00,CAD,paid,false
E76-1081,2026-01-09T18:20:00Z,"Facebook Ads",139.01,0.00,USD,paid,false
E76-1083,2026-01-09T18:41:00Z,facebook,84.38,0.00,CAD,paid,false
E76-1078,2026-01-09T19:03:00Z,email,69.73,0.00,USD,paid,false
E76-1086,2026-01-09T19:28:00Z,(direct),150.85,0.00,CAD,paid,false
E76-1076,2026-01-09T19:46:00Z,"Facebook Ads",143.53,0.00,USD,paid,false
E76-1082,2026-01-09T19:49:00Z,facebook,62.18,0.00,USD,paid,false
E76-1087,2026-01-09T20:50:00Z,tiktok,97.09,0.00,CAD,paid,false
E76-1077,2026-01-09T21:04:00Z,affiliate,130.30,0.00,USD,paid,false
E76-1084,2026-01-09T21:11:00Z,facebook,57.79,0.00,CAD,paid,false
E76-1070,2026-01-09T21:41:00Z,facebook,181.96,0.00,USD,paid,false
E76-1079,2026-01-09T22:38:00Z,facebook,168.54,0.00,USD,paid,false
E76-1073,2026-01-09T23:57:00Z,"Facebook Ads",44.81,0.00,USD,paid,false
E76-1112,2026-01-10T14:25:00Z,fb,189.16,0.00,CAD,paid,false
E76-1102,2026-01-10T14:26:00Z,fb,150.55,0.00,CAD,paid,false
E76-1101,2026-01-10T14:30:00Z,fb,102.17,0.00,CAD,paid,false
E76-1100,2026-01-10T14:39:00Z,fb,79.35,39.67,USD,paid,false
E76-1109,2026-01-10T14:53:00Z,affiliate,189.49,94.75,USD,paid,false
E76-1098,2026-01-10T15:25:00Z,affiliate,39.25,0.00,USD,paid,false
E76-1093,2026-01-10T15:46:00Z,fb,172.06,0.00,USD,paid,false
E76-1110,2026-01-10T15:54:00Z,tiktok,91.35,0.00,CAD,paid,false
E76-1103,2026-01-10T16:40:00Z,google,85.84,0.00,USD,paid,false
E76-1097,2026-01-10T17:30:00Z,affiliate,44.49,0.00,USD,paid,false
E76-1106,2026-01-10T17:30:00Z,affiliate,102.28,0.00,CAD,paid,false
E76-1097,2026-01-10T17:30:00Z,affiliate,44.49,0.00,USD,paid,false
E76-1107,2026-01-10T18:16:00Z,(direct),79.24,0.00,USD,paid,false
E76-1113,2026-01-10T18:38:00Z,affiliate,147.26,0.00,USD,paid,false
E76-1105,2026-01-10T18:54:00Z,facebook,39.10,0.00,USD,paid,false
E76-1099,2026-01-10T18:55:00Z,(direct),92.94,0.00,USD,paid,false
E76-1095,2026-01-10T19:01:00Z,google,167.85,0.00,USD,cancelled,false
E76-1092,2026-01-10T19:21:00Z,email,140.02,0.00,USD,paid,false
E76-1108,2026-01-10T19:37:00Z,fb,130.06,0.00,USD,paid,false
E76-1091,2026-01-10T21:17:00Z,email,72.93,0.00,CAD,paid,false
E76-1088,2026-01-10T21:20:00Z,(direct),127.95,0.00,USD,paid,false
E76-1104,2026-01-10T21:25:00Z,fb,166.41,0.00,USD,paid,false
E76-1089,2026-01-10T22:01:00Z,(direct),201.07,0.00,USD,paid,false
E76-1094,2026-01-10T22:57:00Z,(direct),167.47,0.00,USD,paid,false
E76-1111,2026-01-10T23:12:00Z,facebook,171.37,0.00,USD,paid,false
E76-1096,2026-01-10T23:16:00Z,email,135.56,0.00,USD,paid,false
E76-1090,2026-01-10T23:24:00Z,"Facebook Ads",164.64,0.00,USD,paid,false
E76-1128,2026-01-11T14:07:00Z,facebook,180.98,0.00,USD,paid,false
E76-1115,2026-01-11T14:25:00Z,affiliate,162.62,0.00,USD,paid,false
E76-1114,2026-01-11T14:37:00Z,affiliate,142.49,0.00,USD,paid,false
E76-1130,2026-01-11T15:40:00Z,email,114.19,0.00,CAD,paid,false
E76-1142,2026-01-11T16:20:00Z,tiktok,184.75,0.00,USD,paid,false
E76-1131,2026-01-11T16:33:00Z,"Facebook Ads",203.96,0.00,USD,paid,false
E76-1141,2026-01-11T16:40:00Z,tiktok,179.84,0.00,USD,cancelled,false
E76-1121,2026-01-11T16:42:00Z,(direct),121.32,0.00,USD,cancelled,false
E76-1134,2026-01-11T16:51:00Z,tiktok,143.51,0.00,USD,paid,false
E76-1129,2026-01-11T16:54:00Z,fb,148.42,0.00,USD,paid,false
E76-1138,2026-01-11T17:09:00Z,"Facebook Ads",63.28,31.64,USD,paid,false
E76-1139,2026-01-11T17:17:00Z,affiliate,189.01,0.00,USD,paid,false
E76-1118,2026-01-11T18:13:00Z,tiktok,75.54,0.00,CAD,paid,false
E76-1135,2026-01-11T18:58:00Z,fb,58.42,0.00,USD,paid,false
E76-1123,2026-01-11T19:00:00Z,tiktok,62.67,0.00,USD,paid,false
E76-1119,2026-01-11T19:36:00Z,email,141.48,0.00,USD,paid,false
E76-1136,2026-01-11T19:38:00Z,tiktok,190.27,0.00,CAD,paid,false
E76-1140,2026-01-11T20:10:00Z,(direct),89.98,0.00,CAD,paid,false
E76-1143,2026-01-11T20:40:00Z,affiliate,38.43,0.00,USD,paid,false
E76-1117,2026-01-11T20:48:00Z,tiktok,95.90,0.00,USD,paid,false
E76-1126,2026-01-11T20:52:00Z,facebook,74.03,0.00,CAD,paid,false
E76-1116,2026-01-11T20:55:00Z,email,54.67,0.00,CAD,paid,false
E76-1120,2026-01-11T21:04:00Z,affiliate,94.60,0.00,USD,paid,false
E76-1132,2026-01-11T21:50:00Z,tiktok,182.18,0.00,CAD,paid,false
E76-1137,2026-01-11T22:07:00Z,tiktok,104.11,0.00,USD,paid,false
E76-1124,2026-01-11T22:20:00Z,facebook,74.98,0.00,USD,paid,false
E76-1133,2026-01-11T22:20:00Z,"Facebook Ads",149.44,74.72,USD,paid,false
E76-1122,2026-01-11T23:14:00Z,google,181.00,0.00,USD,paid,false
E76-1127,2026-01-11T23:42:00Z,"Facebook Ads",174.63,0.00,USD,paid,false
E76-1125,2026-01-11T23:45:00Z,(direct),116.71,0.00,USD,paid,false
E76-1144,2026-01-12T14:26:00Z,fb,203.00,0.00,USD,paid,false
E76-1162,2026-01-12T14:34:00Z,email,169.72,0.00,USD,paid,false
E76-1160,2026-01-12T15:06:00Z,affiliate,81.67,0.00,USD,paid,false
E76-1153,2026-01-12T15:25:00Z,facebook,174.11,174.11,USD,paid,false
E76-1158,2026-01-12T15:32:00Z,email,153.11,0.00,USD,paid,false
E76-1165,2026-01-12T16:20:00Z,"Facebook Ads",160.32,0.00,USD,paid,false
E76-1147,2026-01-12T16:30:00Z,email,60.77,0.00,USD,paid,false
E76-1159,2026-01-12T16:37:00Z,email,99.18,0.00,USD,paid,false
E76-1146,2026-01-12T17:04:00Z,email,105.65,0.00,USD,paid,false
E76-1170,2026-01-12T17:33:00Z,facebook,144.26,0.00,USD,paid,false
E76-1167,2026-01-12T17:58:00Z,(direct),62.95,31.48,USD,paid,false
E76-1157,2026-01-12T18:14:00Z,"Facebook Ads",177.14,0.00,USD,paid,false
E76-1154,2026-01-12T18:30:00Z,google,87.59,0.00,USD,paid,false
E76-1168,2026-01-12T18:33:00Z,facebook,179.29,0.00,USD,paid,false
E76-1156,2026-01-12T19:14:00Z,"Facebook Ads",117.50,0.00,CAD,paid,false
E76-1155,2026-01-12T19:16:00Z,tiktok,104.95,0.00,USD,paid,false
E76-1163,2026-01-12T19:29:00Z,email,200.26,0.00,USD,paid,false
E76-1169,2026-01-12T19:47:00Z,google,53.47,0.00,USD,paid,false
E76-1148,2026-01-12T19:51:00Z,(direct),55.93,0.00,USD,paid,false
E76-1161,2026-01-12T20:20:00Z,tiktok,109.71,0.00,CAD,paid,false
E76-1152,2026-01-12T20:40:00Z,google,152.63,0.00,USD,paid,false
E76-1150,2026-01-12T21:26:00Z,facebook,37.32,0.00,USD,paid,false
E76-1149,2026-01-12T21:34:00Z,(direct),31.91,31.91,USD,paid,false
E76-1164,2026-01-12T22:03:00Z,(direct),97.08,0.00,USD,paid,false
E76-1166,2026-01-12T22:03:00Z,google,115.52,0.00,USD,paid,false
E76-1151,2026-01-12T23:21:00Z,google,120.32,0.00,USD,paid,false
E76-1145,2026-01-12T23:45:00Z,(direct),69.25,0.00,USD,paid,false
E76-1174,2026-01-13T14:13:00Z,google,79.83,79.83,USD,paid,false
E76-1192,2026-01-13T14:48:00Z,google,36.58,0.00,CAD,paid,false
E76-1186,2026-01-13T14:59:00Z,facebook,78.81,0.00,USD,paid,false
E76-1194,2026-01-13T15:41:00Z,tiktok,75.77,0.00,USD,paid,false
E76-1173,2026-01-13T15:53:00Z,"Facebook Ads",182.65,0.00,USD,paid,false
E76-1183,2026-01-13T15:57:00Z,affiliate,67.22,0.00,USD,paid,false
E76-1198,2026-01-13T16:10:00Z,fb,173.11,0.00,CAD,paid,false
E76-1197,2026-01-13T16:27:00Z,"Facebook Ads",61.36,0.00,CAD,paid,false
E76-1190,2026-01-13T16:36:00Z,google,148.14,74.07,USD,paid,false
E76-1171,2026-01-13T16:58:00Z,tiktok,89.43,89.43,CAD,paid,false
E76-1199,2026-01-13T17:22:00Z,tiktok,189.99,0.00,USD,paid,false
E76-1180,2026-01-13T17:26:00Z,"Facebook Ads",49.39,0.00,CAD,paid,false
E76-1181,2026-01-13T17:40:00Z,tiktok,172.36,0.00,CAD,paid,false
E76-1189,2026-01-13T18:22:00Z,(direct),111.29,0.00,CAD,paid,false
E76-1178,2026-01-13T18:26:00Z,(direct),129.62,0.00,USD,paid,false
E76-1175,2026-01-13T18:41:00Z,email,87.57,0.00,USD,paid,false
E76-1195,2026-01-13T19:23:00Z,"Facebook Ads",156.39,0.00,CAD,paid,false
E76-1200,2026-01-13T19:26:00Z,google,42.81,0.00,USD,paid,false
E76-1196,2026-01-13T19:54:00Z,"Facebook Ads",179.80,0.00,USD,paid,false
E76-1184,2026-01-13T20:52:00Z,(direct),65.19,0.00,USD,paid,false
E76-1184,2026-01-13T20:52:00Z,(direct),65.19,0.00,USD,paid,false
E76-1188,2026-01-13T21:03:00Z,google,199.17,0.00,CAD,paid,false
E76-1177,2026-01-13T21:04:00Z,google,185.81,0.00,USD,paid,false
E76-1182,2026-01-13T21:09:00Z,affiliate,198.88,0.00,USD,paid,false
E76-1185,2026-01-13T21:20:00Z,fb,156.83,0.00,USD,paid,false
E76-1187,2026-01-13T22:30:00Z,email,70.16,0.00,CAD,paid,false
E76-1191,2026-01-13T22:45:00Z,fb,52.60,0.00,USD,paid,false
E76-1176,2026-01-13T22:51:00Z,"Facebook Ads",123.55,0.00,CAD,paid,false
E76-1172,2026-01-13T22:53:00Z,email,181.00,0.00,USD,paid,false
E76-1193,2026-01-13T23:09:00Z,google,91.96,0.00,USD,paid,false
E76-1179,2026-01-13T23:43:00Z,google,127.08,0.00,CAD,paid,false
E76-1208,2026-01-14T14:10:00Z,(direct),166.66,0.00,USD,paid,false
E76-1222,2026-01-14T14:23:00Z,(direct),127.96,0.00,USD,paid,false
E76-1220,2026-01-14T14:25:00Z,affiliate,43.53,0.00,USD,paid,false
E76-1209,2026-01-14T14:59:00Z,email,196.94,0.00,USD,paid,false
E76-1202,2026-01-14T16:02:00Z,(direct),191.63,0.00,USD,paid,false
E76-1203,2026-01-14T16:04:00Z,"Facebook Ads",77.63,0.00,USD,paid,true
E76-1211,2026-01-14T16:10:00Z,(direct),78.32,0.00,USD,paid,false
E76-1207,2026-01-14T16:47:00Z,google,162.19,0.00,USD,paid,false
E76-1213,2026-01-14T16:53:00Z,email,140.19,0.00,CAD,paid,false
E76-1215,2026-01-14T16:59:00Z,tiktok,86.83,0.00,USD,paid,false
E76-1226,2026-01-14T17:35:00Z,affiliate,95.41,0.00,USD,paid,false
E76-1224,2026-01-14T18:32:00Z,email,176.57,0.00,CAD,paid,false
E76-1218,2026-01-14T18:40:00Z,"Facebook Ads",107.08,0.00,USD,paid,false
E76-1201,2026-01-14T18:43:00Z,facebook,46.15,0.00,USD,paid,false
E76-1212,2026-01-14T19:06:00Z,affiliate,37.42,0.00,USD,paid,false
E76-1214,2026-01-14T19:06:00Z,(direct),134.71,0.00,CAD,paid,false
E76-1212,2026-01-14T19:06:00Z,affiliate,37.42,0.00,USD,paid,false
E76-1216,2026-01-14T19:29:00Z,tiktok,155.20,0.00,USD,paid,false
E76-1225,2026-01-14T19:33:00Z,tiktok,169.95,0.00,USD,paid,false
E76-1205,2026-01-14T20:54:00Z,affiliate,148.11,0.00,USD,paid,false
E76-1223,2026-01-14T20:59:00Z,email,203.07,0.00,USD,paid,false
E76-1204,2026-01-14T21:03:00Z,google,186.50,0.00,USD,paid,false
E76-1221,2026-01-14T21:50:00Z,google,139.91,0.00,USD,paid,false
E76-1217,2026-01-14T22:07:00Z,affiliate,49.09,0.00,CAD,paid,false
E76-1206,2026-01-14T22:09:00Z,google,166.16,0.00,USD,paid,false
E76-1210,2026-01-14T23:42:00Z,(direct),180.50,0.00,USD,paid,false
E76-1219,2026-01-14T23:43:00Z,google,31.89,0.00,USD,paid,false
E76-1230,2026-01-15T14:33:00Z,fb,31.55,15.78,USD,paid,false
E76-1229,2026-01-15T15:08:00Z,affiliate,40.76,0.00,USD,cancelled,false
E76-1241,2026-01-15T15:28:00Z,(direct),86.87,0.00,CAD,paid,false
E76-1246,2026-01-15T15:40:00Z,email,28.38,0.00,USD,paid,false
E76-1242,2026-01-15T15:51:00Z,google,123.43,0.00,USD,paid,false
E76-1245,2026-01-15T15:57:00Z,(direct),87.91,0.00,USD,paid,false
E76-1234,2026-01-15T16:27:00Z,fb,94.21,0.00,USD,paid,false
E76-1239,2026-01-15T16:49:00Z,google,39.65,0.00,USD,paid,false
E76-1231,2026-01-15T16:51:00Z,affiliate,165.37,0.00,CAD,paid,false
E76-1237,2026-01-15T17:41:00Z,google,78.15,0.00,CAD,paid,false
E76-1240,2026-01-15T17:57:00Z,fb,133.71,0.00,CAD,paid,false
E76-1233,2026-01-15T17:58:00Z,google,161.20,0.00,CAD,paid,false
E76-1244,2026-01-15T18:28:00Z,"Facebook Ads",203.54,0.00,USD,cancelled,true
E76-1243,2026-01-15T18:29:00Z,email,136.12,0.00,USD,paid,false
E76-1235,2026-01-15T18:58:00Z,affiliate,68.89,34.45,USD,paid,false
E76-1227,2026-01-15T19:33:00Z,google,39.93,0.00,USD,paid,false
E76-1228,2026-01-15T20:32:00Z,affiliate,46.24,23.12,USD,paid,false
E76-1236,2026-01-15T20:52:00Z,tiktok,198.64,0.00,USD,paid,false
E76-1232,2026-01-15T21:05:00Z,email,95.55,0.00,USD,paid,false
E76-1238,2026-01-15T23:00:00Z,google,198.13,0.00,CAD,paid,false
E76-1249,2026-01-16T14:30:00Z,google,130.50,0.00,USD,paid,false
E76-1256,2026-01-16T14:47:00Z,(direct),180.50,0.00,USD,paid,false
E76-1250,2026-01-16T14:54:00Z,"Facebook Ads",153.96,0.00,USD,paid,false
E76-1259,2026-01-16T15:41:00Z,(direct),148.34,0.00,USD,paid,false
E76-1248,2026-01-16T16:08:00Z,(direct),198.30,0.00,USD,paid,false
E76-1252,2026-01-16T16:27:00Z,facebook,88.83,0.00,CAD,paid,false
E76-1262,2026-01-16T16:49:00Z,fb,179.45,0.00,USD,cancelled,false
E76-1254,2026-01-16T18:05:00Z,affiliate,189.31,0.00,CAD,paid,false
E76-1247,2026-01-16T18:27:00Z,affiliate,52.87,0.00,USD,paid,false
E76-1253,2026-01-16T18:47:00Z,(direct),90.08,0.00,USD,paid,false
E76-1258,2026-01-16T19:10:00Z,fb,179.30,0.00,USD,paid,false
E76-1264,2026-01-16T19:17:00Z,facebook,53.97,0.00,USD,paid,false
E76-1263,2026-01-16T19:19:00Z,"Facebook Ads",171.96,0.00,USD,paid,false
E76-1265,2026-01-16T19:59:00Z,tiktok,171.66,0.00,USD,paid,false
E76-1261,2026-01-16T21:06:00Z,affiliate,173.33,0.00,USD,paid,false
E76-1257,2026-01-16T21:15:00Z,email,127.09,0.00,USD,paid,false
E76-1251,2026-01-16T21:20:00Z,"Facebook Ads",158.88,0.00,CAD,paid,false
E76-1255,2026-01-16T22:18:00Z,google,108.65,0.00,CAD,paid,false
E76-1266,2026-01-16T23:12:00Z,facebook,165.49,0.00,USD,paid,false
E76-1260,2026-01-16T23:32:00Z,tiktok,81.05,0.00,CAD,paid,false
E76-1267,2026-01-16T23:36:00Z,(direct),200.53,0.00,USD,cancelled,false
E76-1270,2026-01-17T15:40:00Z,facebook,133.73,0.00,USD,paid,false
E76-1286,2026-01-17T16:41:00Z,tiktok,154.14,0.00,USD,paid,false
E76-1291,2026-01-17T17:03:00Z,fb,183.28,0.00,USD,paid,false
E76-1275,2026-01-17T17:24:00Z,facebook,150.73,0.00,USD,paid,false
E76-1282,2026-01-17T17:42:00Z,"Facebook Ads",178.97,0.00,USD,paid,false
E76-1285,2026-01-17T17:56:00Z,facebook,51.99,26.00,USD,paid,false
E76-1289,2026-01-17T18:13:00Z,"Facebook Ads",85.34,0.00,USD,paid,false
E76-1268,2026-01-17T18:25:00Z,tiktok,129.35,0.00,USD,paid,false
E76-1283,2026-01-17T18:29:00Z,fb,150.65,0.00,USD,paid,false
E76-1273,2026-01-17T19:22:00Z,facebook,149.13,0.00,USD,paid,false
E76-1290,2026-01-17T19:27:00Z,tiktok,126.55,0.00,USD,paid,false
E76-1278,2026-01-17T19:55:00Z,affiliate,59.04,29.52,CAD,paid,false
E76-1269,2026-01-17T20:56:00Z,fb,163.90,0.00,USD,paid,true
E76-1280,2026-01-17T21:00:00Z,facebook,64.78,0.00,USD,paid,false
E76-1271,2026-01-17T21:13:00Z,email,138.41,0.00,USD,paid,false
E76-1274,2026-01-17T21:27:00Z,tiktok,35.19,0.00,USD,paid,false
E76-1284,2026-01-17T21:37:00Z,facebook,83.49,0.00,USD,paid,false
E76-1277,2026-01-17T22:20:00Z,facebook,105.67,0.00,USD,paid,false
E76-1281,2026-01-17T22:41:00Z,tiktok,155.44,0.00,USD,paid,false
E76-1287,2026-01-17T22:45:00Z,tiktok,69.66,0.00,USD,paid,false
E76-1288,2026-01-17T22:53:00Z,email,120.18,0.00,USD,paid,false
E76-1272,2026-01-17T23:15:00Z,google,117.89,0.00,USD,paid,false
E76-1276,2026-01-17T23:45:00Z,tiktok,194.11,0.00,USD,paid,false
E76-1279,2026-01-17T23:54:00Z,email,102.54,0.00,USD,paid,false
E76-1307,2026-01-18T14:21:00Z,(direct),154.97,0.00,USD,paid,false
E76-1300,2026-01-18T14:49:00Z,affiliate,188.26,0.00,USD,paid,false
E76-1309,2026-01-18T15:13:00Z,facebook,197.38,197.38,USD,paid,false
E76-1303,2026-01-18T15:56:00Z,(direct),55.53,0.00,USD,paid,false
E76-1310,2026-01-18T16:05:00Z,"Facebook Ads",148.43,0.00,USD,paid,false
E76-1305,2026-01-18T16:31:00Z,facebook,93.48,0.00,USD,paid,false
E76-1295,2026-01-18T16:53:00Z,tiktok,47.44,0.00,USD,paid,false
E76-1294,2026-01-18T17:01:00Z,tiktok,168.33,0.00,USD,paid,false
E76-1299,2026-01-18T17:19:00Z,tiktok,65.82,0.00,USD,paid,false
E76-1302,2026-01-18T17:30:00Z,"Facebook Ads",57.19,0.00,USD,paid,false
E76-1301,2026-01-18T18:47:00Z,facebook,114.75,0.00,USD,cancelled,false
E76-1306,2026-01-18T19:15:00Z,fb,174.88,0.00,USD,paid,false
E76-1296,2026-01-18T19:54:00Z,affiliate,159.44,0.00,USD,paid,false
E76-1304,2026-01-18T20:50:00Z,fb,125.27,0.00,USD,paid,false
E76-1292,2026-01-18T21:02:00Z,affiliate,161.17,0.00,USD,paid,false
E76-1298,2026-01-18T21:36:00Z,email,184.47,0.00,USD,paid,false
E76-1297,2026-01-18T21:54:00Z,facebook,168.78,0.00,CAD,cancelled,false
E76-1293,2026-01-18T21:58:00Z,"Facebook Ads",126.55,0.00,USD,paid,false
E76-1311,2026-01-18T22:15:00Z,google,93.60,0.00,USD,paid,false
E76-1308,2026-01-18T23:00:00Z,"Facebook Ads",166.90,0.00,USD,paid,false
E76-1312,2026-01-18T23:55:00Z,tiktok,67.14,0.00,USD,paid,false
E76-1330,2026-01-19T14:04:00Z,tiktok,159.87,0.00,USD,paid,false
E76-1326,2026-01-19T14:12:00Z,tiktok,172.84,0.00,CAD,paid,false
E76-1324,2026-01-19T14:38:00Z,fb,158.58,0.00,USD,paid,false
E76-1314,2026-01-19T15:01:00Z,affiliate,193.92,0.00,USD,paid,false
E76-1335,2026-01-19T15:07:00Z,"Facebook Ads",159.38,0.00,USD,paid,false
E76-1321,2026-01-19T15:08:00Z,facebook,175.57,0.00,USD,cancelled,true
E76-1317,2026-01-19T15:24:00Z,facebook,186.45,0.00,USD,paid,false
E76-1322,2026-01-19T15:39:00Z,facebook,65.70,0.00,USD,paid,false
E76-1316,2026-01-19T15:50:00Z,email,70.31,0.00,CAD,paid,false
E76-1328,2026-01-19T16:00:00Z,email,202.65,0.00,CAD,paid,false
E76-1315,2026-01-19T16:49:00Z,affiliate,108.92,0.00,USD,paid,false
E76-1336,2026-01-19T16:52:00Z,affiliate,35.08,0.00,USD,paid,false
E76-1313,2026-01-19T17:08:00Z,google,102.09,0.00,USD,paid,false
E76-1327,2026-01-19T17:27:00Z,tiktok,178.53,0.00,USD,paid,false
E76-1334,2026-01-19T17:49:00Z,"Facebook Ads",52.74,0.00,USD,paid,true
E76-1333,2026-01-19T17:55:00Z,affiliate,139.81,0.00,USD,paid,false
E76-1332,2026-01-19T19:37:00Z,facebook,155.86,0.00,USD,paid,false
E76-1318,2026-01-19T20:48:00Z,"Facebook Ads",162.49,0.00,USD,paid,false
E76-1319,2026-01-19T21:05:00Z,google,154.07,0.00,USD,paid,false
